gvkey,fyear,at,ebit,ebitda,ni,ppent,sale,naics
022402,2017.0,21223.9,1896.3,2118.4,1233.9,2133.3,4576.1,722513
022405,2017.0,9153.677,456.035,,300.369,18.341,1283.926,531120
022439,2017.0,859.731,198.575,217.675,49.153,87.086,963.633,522291
022447,2017.0,1347.407,94.353,129.822,72.621,450.016,2443.066,324110
022449,2017.0,322.679,-9.927,-8.838,-12.968,45.523,18.067,325412
022456,2017.0,0.0,-0.111,-0.111,-0.105,0.0,0.0,3322
022459,2017.0,2820.808,170.104,,67.07,,409.29,531120
022459,2017.0,2820.808,,,,0.0,,531120
022460,2017.0,101.029,-2.108,-1.112,2.491,56.172,4.082,325412
022482,2017.0,,,,,,,525910
022483,2017.0,,,,,,,525910
022484,2017.0,1.228,-6.06,-6.033,-6.456,0.087,0.207,334510
022488,2017.0,,,,,,,525910
022543,2017.0,55.153,-1.445,1.452,-2.255,28.469,79.08,722513
022555,2017.0,,,,,,,525990
022559,2017.0,,,,,,,525910
022570,2017.0,66.803,-5.699,-5.671,-5.231,45.177,0.0,212
022583,2017.0,1454.511,125.673,191.203,62.971,163.582,2511.469,4233
022584,2017.0,,,,,,,525990
022590,2017.0,103.876,-14.594,-14.225,-17.647,4.034,25.275,325414
022603,2017.0,3787.333,228.61,406.19,121.83,1615.424,1932.575,212312
022604,2017.0,253.639,-134.094,-133.212,-148.949,3.074,1.839,325414
022627,2017.0,,,,,,,525910
022629,2017.0,1993.868,113.746,113.746,12.302,0.0,190.341,531190
022632,2017.0,1603.312,191.601,246.941,-0.581,243.148,637.341,325412
022637,2017.0,33.278,-3.93,-3.243,-7.43,6.655,9.507,327320
022653,2017.0,2614.836,80.423,170.182,-60.232,277.207,2308.463,33299
022671,2017.0,834.417,-54.248,-7.839,-12.514,768.517,108.078,211120
022672,2017.0,470.606,35.085,56.789,-0.32,187.095,358.81,722513
022673,2017.0,34.993,-34.726,-34.401,-34.434,0.331,1.274,325412
022674,2017.0,1425.338,22.77,,4.448,,130.673,531120
022675,2017.0,206.365,22.793,39.188,24.743,106.297,125.868,611110
022676,2017.0,7.906,-10.001,-9.844,-9.771,0.503,0.0,334510
022696,2017.0,,,,,,,525910
022697,2017.0,36.13,-18.21,-18.162,-19.103,0.073,8.755,325414
022703,2017.0,,,,,,,336211
022704,2017.0,15.088,-39.507,-38.031,-48.732,2.95,9.934,339112
022706,2017.0,41.948,0.889,0.889,-2.578,0.0,2.433,523910
022708,2017.0,995.078,36.637,89.726,34.818,125.768,449.358,518210
022709,2017.0,616.796,-234.218,-229.358,-253.482,61.713,12.066,325414
022713,2017.0,21.256,-17.722,-16.48,-18.96,3.305,14.759,325413
022717,2017.0,3239.646,86.209,86.209,38.043,41.655,155.969,522110
022717,2017.0,3239.646,,,,41.655,,522110
022727,2017.0,0.286,-2.142,-2.128,-1.63,0.213,0.485,212
022728,2017.0,1.208,-0.476,-0.471,-0.792,0.256,0.0,21232
022729,2017.0,2.807,0.221,0.239,0.232,0.035,3.576,334519
022731,2017.0,67.954,2.065,12.331,1.829,39.592,112.165,484230
022733,2017.0,0.388,-0.266,-0.201,-0.365,0.039,0.761,334510
022741,2017.0,7293.0,1093.0,1366.0,746.0,3008.0,6183.0,325130
022760,2017.0,5.229,-8.324,-7.876,-9.586,0.0,0.256,325413
022761,2017.0,8.101,-2.248,-2.178,-4.322,0.181,10.025,334515
022762,2017.0,20.939,-6.033,-1.651,-17.194,0.985,25.663,511210
022772,2017.0,15.134,-5.284,-4.914,-4.778,4.614,7.779,335312
022783,2017.0,2525.857,12.174,42.967,236.59,616.164,365.704,22111
022788,2017.0,,,,,,,525910
022789,2017.0,774.922,-0.153,10.396,-13.104,253.036,198.167,112511
022796,2017.0,,,,,,,525910
022797,2017.0,48.289,1.538,1.755,-1.432,0.56,187.962,561612
022799,2017.0,,,,,,,525910
022802,2017.0,,,,,,,525910
022803,2017.0,8.863,-9.859,-9.801,-9.833,0.177,0.0,325414
022815,2017.0,4298.2,266.7,450.1,121.1,174.0,2654.2,334519
022817,2017.0,55.306,-7.557,-7.076,-6.612,0.556,13.656,326299
022827,2017.0,,,,,,,525990
022834,2017.0,,,,,,,525990
022853,2017.0,1395.738,70.517,70.517,28.927,0.0,93.896,525990
022861,2017.0,14.724,0.506,0.523,0.523,9.295,1.145,533110
022864,2017.0,136.142,-21.323,-12.696,-161.899,1.795,88.737,519130
022867,2017.0,211.078,-116.036,-107.021,-123.38,30.341,68.221,621511
022872,2017.0,,,,,,,525910
022873,2017.0,,,,,,,525910
022874,2017.0,,,,,,,525910
022879,2017.0,11.014,-0.922,-0.733,-2.285,4.135,3.917,5611
022882,2017.0,1.113,-6.831,-6.766,-6.527,0.501,0.0,325180
022890,2017.0,,,,,,,525910
022896,2017.0,,,,,,,525910
022905,2017.0,,,,,,,525910
022927,2017.0,36.81,-24.599,-24.226,-54.818,1.026,0.0,334510
022940,2017.0,,,,,,,525910
022962,2017.0,36.304,-0.518,1.615,0.686,10.648,6.31,211120
022964,2017.0,5.607,-10.867,-10.821,-4.723,0.1,0.0,325414
022970,2017.0,9968.552,427.355,429.318,633.089,9310.933,722.86,531120
022970,2017.0,9968.552,,,,12.686,,531120
022975,2017.0,1087.676,13.194,14.667,5.118,13.236,42.21,522120
022975,2017.0,1087.676,,,,13.236,,522120
022982,2017.0,14.85,-2.297,-2.297,-2.114,0.0,0.0,999990
022983,2017.0,3115.308,105.759,,98.862,0.0,945.277,531120
022983,2017.0,3115.308,,,,0.0,,531120
022985,2017.0,2672.221,480.032,480.032,452.509,0.0,623.947,523999
023002,2017.0,930.419,0.877,124.434,-111.405,607.929,255.331,211111
023007,2017.0,,,,,,,525910
023010,2017.0,,,,,,,525910
023014,2017.0,,,,,,,525910
023018,2017.0,,,,,,,525910
023027,2017.0,439.589,72.051,78.336,41.305,35.014,347.799,541614
023043,2017.0,38.491,-20.435,-19.641,-23.205,5.307,1.065,325412
023048,2017.0,,,,,,,525990
023053,2017.0,,,,,,,525910
023057,2017.0,,,,,,,525910
023060,2017.0,720.621,15.08,15.08,6.2,11.12,35.463,522110
023060,2017.0,720.621,,,,11.12,,522110
023061,2017.0,22.202,-2.123,-2.092,-2.195,0.031,0.393,711320
023069,2017.0,,,,,,,525910
023070,2017.0,,,,,,,525910
023071,2017.0,5738.3,108.9,314.7,136.4,297.9,2231.9,518210
023072,2017.0,3549.625,577.693,675.178,261.993,2804.059,834.096,486210
023077,2017.0,4330.082,290.301,,-9.439,,916.032,531120
023077,2017.0,4330.082,,,,0.0,,531120
023081,2017.0,,,,,,,525910
023082,2017.0,1.645,-1.185,-1.114,-5.285,1.374,0.0,112512
023083,2017.0,1823.6,317.5,367.7,201.5,176.5,1755.7,335912
023084,2017.0,2097.317,87.231,135.042,-31.965,186.473,2466.811,334412
023086,2017.0,1055.375,13.289,22.229,53.374,0.0,144.235,531110
023086,2017.0,1055.375,,,,0.0,,531110
023092,2017.0,45.089,-41.557,-39.705,-49.301,5.469,20.245,339112
023093,2017.0,1811.238,0.907,116.566,-2.06,412.572,1580.413,327332
023095,2017.0,,,,,,,525910
023096,2017.0,,,,,,,525910
023098,2017.0,16.57,-14.315,-14.036,-15.707,0.299,4.026,325414
023101,2017.0,,,,,,,525910
023105,2017.0,,,,,,,525910
023106,2017.0,135.711,-48.164,-45.927,-72.176,11.564,34.042,334510
023108,2017.0,54.113,9.955,12.738,7.219,0.305,32.928,511210
023109,2017.0,4787.865,182.729,445.415,-578.982,3413.599,5373.74,623110
023110,2017.0,,,,,,,525910
023111,2017.0,4647.862,,,,82.438,,522110
023111,2017.0,4647.862,86.329,97.89,49.438,82.438,211.912,522110
023115,2017.0,,,,,,,525910
023116,2017.0,,,,,,,525910
023119,2017.0,641.305,91.086,98.241,84.172,51.182,607.045,334413
023147,2017.0,2266.73,75.768,,2.961,1.444,265.791,531120
023147,2017.0,2266.73,,,,1.444,,531120
023150,2017.0,314.634,5.04,,14.559,0.182,15.088,531130
023150,2017.0,314.634,,,,0.182,,531130
023156,2017.0,,,,,,,525910
023158,2017.0,,,,,,,525910
023167,2017.0,295.816,54.537,62.717,28.801,34.708,990.602,336211
023168,2017.0,,,,,,,525910
023169,2017.0,,,,,,,525910
023172,2017.0,,,,,,,525910
023173,2017.0,,,,,,,525910
023183,2017.0,,,,,,,525910
023184,2017.0,,,,,,,525910
023187,2017.0,,,,,,,525910
023188,2017.0,,,,,,,525910
023189,2017.0,,,,,,,525910
023190,2017.0,,,,,,,525910
023192,2017.0,,,,,,,525910
023195,2017.0,586.03,5.959,27.561,-0.183,80.274,1197.509,237120
023208,2017.0,1039.211,61.174,126.76,-252.566,111.287,2203.617,451211
023220,2017.0,5666.0,552.0,707.0,310.0,934.0,4764.0,332993
023224,2017.0,1260.444,84.051,116.28,53.703,132.748,685.74,334515
023225,2017.0,2218.329,242.513,424.132,234.028,831.892,960.029,515210
023226,2017.0,38.248,-3.241,-0.211,-3.058,2.306,79.554,519130
023228,2017.0,,,,,,,525910
023238,2017.0,605.583,28.955,56.152,81.8,117.617,441.231,519130
023241,2017.0,6.62,-15.265,-14.596,-15.419,0.835,3.211,325413
023243,2017.0,178.374,-1.58,3.234,-2.015,11.23,114.088,333244
023245,2017.0,1749.549,171.875,188.328,158.133,107.121,1906.266,238310
023247,2017.0,558.965,2.815,10.958,-32.554,33.789,489.048,523
023247,2017.0,558.965,,,,33.789,,523
023249,2017.0,1232.9,84.8,145.8,-103.4,273.5,1001.6,334210
023252,2017.0,568.222,64.96,85.075,36.194,270.198,763.385,33712
023255,2017.0,28.585,-9.769,-9.356,-14.626,0.16,0.987,339113
023256,2017.0,4292.013,271.847,362.647,-128.729,2394.337,655.898,486210
023287,2017.0,1609.205,23.837,51.907,11.407,713.284,70.089,221114
023291,2017.0,42.984,-17.533,-16.33,-16.851,3.674,46.926,339114
023294,2017.0,2737.676,65.926,69.476,20.068,52.455,129.826,522110
023294,2017.0,2737.676,,,,52.455,,522110
023296,2017.0,760.111,57.192,98.396,17.513,562.33,543.221,321999
023297,2017.0,62.972,-34.059,-32.575,-33.15,29.64,0.0,325414
023317,2017.0,,,,,,,525910
023325,2017.0,,,,,,,525910
023326,2017.0,,,,,,,525910
023327,2017.0,,,,,,,525910
023328,2017.0,,,,,,,525910
023331,2017.0,,,,,,,525910
023332,2017.0,,,,,,,525910
023335,2017.0,445.128,-103.629,-99.644,-91.863,31.085,17.239,325414
023337,2017.0,31.018,-19.359,-19.355,-18.969,0.003,0.0,325414
023339,2017.0,52.456,-33.366,-33.03,-43.386,2.004,0.0,325412
023351,2017.0,,,,,,,525910
023352,2017.0,,,,,,,525910
023353,2017.0,1298.592,99.6,99.6,49.548,0.0,136.781,523999
023357,2017.0,1152.337,20.237,21.14,8.289,8.495,44.989,522110
023357,2017.0,1152.337,,,,8.495,,522110
023358,2017.0,79.035,-55.721,-55.054,-55.728,1.044,0.0,325414
023362,2017.0,2.672,-4.002,-3.815,-3.882,0.035,1.139,325412
023363,2017.0,187.889,-9.451,-9.221,-4.449,0.278,30.836,523920
023369,2017.0,0.249,-0.062,-0.062,-0.062,0.0,0.0,999990
023370,2017.0,68.285,7.446,8.021,8.47,10.32,33.592,325412
023378,2017.0,,,,,,,525910
023391,2017.0,242.118,4.605,25.626,21.579,155.089,123.111,517311
023400,2017.0,,,,,,,525910
023401,2017.0,,,,,,,525910
023402,2017.0,,,,,,,525910
023403,2017.0,1.574,-0.692,-0.689,-1.458,0.505,0.0,531190
023404,2017.0,0.065,-0.039,-0.039,-0.104,0.0,0.0,325412
023407,2017.0,715.737,-151.247,-149.669,-148.119,24.363,21.426,325414
023408,2017.0,,,,,,,525990
023422,2017.0,22.834,-7.902,-7.896,-7.864,0.024,0.0,325414
023432,2017.0,7320.006,222.095,284.869,2.939,137.018,940.755,523120
023432,2017.0,7320.006,,,,137.018,,523120
023433,2017.0,1576.451,171.153,286.713,157.187,1481.33,429.659,211120
023434,2017.0,11.371,0.007,0.091,-0.065,0.136,7.573,524210
023449,2017.0,8.579,-5.869,-4.959,-6.925,3.951,0.0,333249
023450,2017.0,1519.109,35.262,38.904,13.151,37.867,96.137,522110
023450,2017.0,1519.109,,,,37.867,,522110
023464,2017.0,9.764,-2.13,-1.775,-2.104,0.167,12.127,519130
023465,2017.0,6559.0,420.0,603.0,213.0,5278.0,1453.0,22111
023481,2017.0,,,,,,,525910
023485,2017.0,4441.0,63.0,282.0,57.0,2606.0,1752.0,562119
023500,2017.0,15640.186,380.88,388.145,176.042,103.064,606.82,522110
023500,2017.0,15640.186,,,,103.064,,522110
023537,2017.0,494.239,46.195,87.632,40.464,427.058,315.336,212112
023540,2017.0,661.03,44.3,69.64,-3.55,113.02,892.98,336390
023546,2017.0,6729.9,40.0,97.9,-9.2,103.8,750.7,519130
023547,2017.0,2406.762,46.628,51.505,17.51,46.688,117.755,522110
023547,2017.0,2406.762,,,,46.688,,522110
023554,2017.0,607.079,13.048,14.244,5.449,13.009,31.861,522110
023554,2017.0,607.079,,,,13.009,,522110
023555,2017.0,135.568,-77.979,-77.385,-74.865,1.826,24.099,325412
023556,2017.0,385.766,7.151,,3.51,,37.414,531120
023557,2017.0,147.936,-12.21,-2.305,-28.501,36.558,224.015,445299
023561,2017.0,0.006,-0.469,-0.469,-2.411,0.0,0.0,211120
023563,2017.0,,,,,,,5418
023569,2017.0,1858.8,113.4,172.0,1.1,260.8,1234.2,333249
023574,2017.0,281.147,-79.434,-74.011,-70.138,40.679,37.833,325414
023587,2017.0,621.819,-15.438,6.659,-10.19,192.556,395.209,331110
023593,2017.0,,,,,,,525990
023594,2017.0,555.468,55.229,71.779,72.006,49.423,547.438,722513
023598,2017.0,,,,,,,525910
023599,2017.0,,,,,,,525910
023614,2017.0,,,,,,,525910
023615,2017.0,,,,,,,525910
023623,2017.0,2.218,0.12,0.202,0.331,0.063,6.305,339113
023627,2017.0,89.355,-47.145,-46.432,-48.207,2.28,0.0,325414
023635,2017.0,1343.539,133.47,177.389,109.726,336.21,775.241,722511
023643,2017.0,,,,,,,525910
023644,2017.0,,,,,,,525910
023647,2017.0,934.624,29.422,54.31,12.855,813.823,221.786,221210
023649,2017.0,,,,,,,525910
023650,2017.0,1113.564,-49.157,-25.775,-39.995,50.36,673.304,519130
023653,2017.0,114.21,1.111,12.615,-3.088,76.875,129.584,4841
023663,2017.0,,,,,,,525910
023667,2017.0,40719.716,2674.894,4830.439,2184.397,13631.746,75606.358,445110
023671,2017.0,49319.053,1673.463,3586.163,-1796.087,2227.677,27917.488,334220
023675,2017.0,,,,,,,525990
023688,2017.0,,,,,,,525910
023695,2017.0,,,,,,,525910
023696,2017.0,,,,,,,525910
023697,2017.0,561.744,109.421,146.021,63.663,312.38,477.267,722513
023698,2017.0,2123.529,52.617,55.229,19.846,30.399,100.54,522110
023698,2017.0,2123.529,,,,30.399,,522110
023703,2017.0,457.408,37.669,45.396,32.102,50.862,637.66,454110
023704,2017.0,45.495,-35.259,-33.267,-39.918,7.169,39.619,339112
023705,2017.0,1.64,-8.034,-8.027,-9.519,0.017,0.0,339112
023709,2017.0,285.247,-23.068,-8.58,-18.688,210.985,65.106,2111
023714,2017.0,17450.0,216.0,1077.0,-2459.0,7052.0,15353.0,622110
023721,2017.0,133.793,-1.355,-1.355,-0.094,0.0,0.0,999990
023730,2017.0,0.809,0.021,0.021,0.051,0.0,6.817,334118
023731,2017.0,19.763,-1.703,-1.689,-1.96,14.572,0.0,21222
023745,2017.0,4.637,-0.816,-0.78,-0.75,0.139,0.002,519130
023750,2017.0,2459.921,72.68,,4.928,0.0,651.335,531120
023753,2017.0,765.924,189.311,211.311,106.599,92.692,903.221,336390
023754,2017.0,89.347,-0.902,1.15,-4.443,1.471,57.674,3116
023756,2017.0,,,,,,,525910
023757,2017.0,,,,,,,525910
023759,2017.0,,,,,,,525910
023760,2017.0,,,,,,,525910
023763,2017.0,,,,,,,525910
023766,2017.0,,,,,,,525910
023768,2017.0,214.402,,,,44.675,,237210
023768,2017.0,214.402,10.341,10.646,0.464,44.675,36.276,237210
023790,2017.0,23.91,5.007,5.272,2.315,0.882,25.384,621999
023793,2017.0,2100.159,173.027,,155.037,,402.316,531120
023793,2017.0,2100.159,,,,0.0,,531120
023809,2017.0,9259.781,2080.069,2403.12,1280.869,4031.018,10888.676,441310
023810,2017.0,301.069,-8.699,54.995,-30.242,141.453,197.554,541360
023812,2017.0,8764.286,2079.591,2221.791,1198.511,2358.605,5872.227,325412
023818,2017.0,1312.697,-56.972,-24.604,-60.665,50.922,434.95,511210
023821,2017.0,2569.977,202.651,350.536,6.887,933.334,3146.48,511110
023825,2017.0,0.081,-0.301,-0.298,-0.352,0.002,0.225,335921
023843,2017.0,119.836,36.28,39.656,27.304,5.826,105.552,722511
023853,2017.0,3.146,-2.069,-1.95,-1.98,0.157,1.43,5418
023856,2017.0,1582.075,-149.2,-103.507,-277.192,104.908,1615.519,334220
023864,2017.0,1460.807,62.998,170.822,33.88,822.279,1215.294,213112
023865,2017.0,1322.229,-166.033,-125.895,-379.824,141.931,1557.735,333611
023882,2017.0,151.23,-1.196,-1.196,-0.242,0.0,0.0,999990
023888,2017.0,,,,,,,525910
023891,2017.0,,,,,,,525910
023893,2017.0,,,,,,,525910
023901,2017.0,,,,,,,525910
023923,2017.0,,,,,,,525910
023924,2017.0,,,,,,,525910
023930,2017.0,,,,,,,525910
023933,2017.0,160.786,-207.283,-204.2,-221.573,2.524,0.0,325414
023935,2017.0,301.313,-14.35,-5.2,-14.792,32.871,182.626,519130
023949,2017.0,495.017,25.427,47.333,10.765,44.7,969.686,5617
023952,2017.0,,,,,,,525910
023954,2017.0,,,,,,,525910
023958,2017.0,,,,,,,525910
023959,2017.0,,,,,,,525910
023977,2017.0,4902.338,211.787,,182.492,,1238.622,531120
023978,2017.0,9862.0,510.0,1011.0,387.0,4280.0,12250.0,331110
023980,2017.0,17.897,-27.094,-26.79,-27.364,0.321,0.5,325414
023983,2017.0,176.727,-12.841,-11.87,4.4,4.497,574.876,519130
023985,2017.0,4221.5,276.458,276.458,174.13,0.0,397.709,523999
023990,2017.0,165.836,3.039,8.939,-0.092,11.794,159.254,339112
023994,2017.0,930.948,120.315,175.968,67.154,469.993,1953.743,452311
023996,2017.0,3038.595,86.093,145.05,23.565,,259.295,531120
023999,2017.0,35.358,-4.502,-2.193,-2.767,32.064,13.122,211120
024005,2017.0,273.806,21.337,48.014,16.006,237.767,86.264,212230
024010,2017.0,21.878,-4.306,-4.258,-48.057,1.632,0.0,999990
024021,2017.0,1237.339,103.293,192.54,45.572,332.156,903.923,339112
024040,2017.0,1322.024,24.534,32.883,-5.97,121.907,507.666,325412
024071,2017.0,110.248,9.335,22.034,9.716,6.696,143.803,518210
024073,2017.0,92.268,64.158,69.507,58.867,48.305,106.993,486910
024076,2017.0,1038.199,135.756,148.017,127.594,54.888,1077.032,452319
024084,2017.0,93.798,-55.539,-51.87,-53.58,16.514,78.115,339113
024089,2017.0,,,,,,,525990
024096,2017.0,103.597,-1.278,0.13,-55.989,1.09,29.365,533110
024097,2017.0,0.01,-0.318,-0.318,1.788,0.0,0.0,511210
024099,2017.0,401.521,19.487,32.918,2.154,23.065,579.476,332215
024116,2017.0,837.733,115.796,157.845,53.078,85.056,1705.456,531311
024118,2017.0,,,,,,,525990
024120,2017.0,,,,,,,525910
024124,2017.0,,,,,,,525910
024126,2017.0,,,,,,,525910
024127,2017.0,,,,,,,525910
024131,2017.0,24.132,-0.199,0.335,-0.003,5.95,5.289,211120
024135,2017.0,371.641,39.269,57.968,29.251,23.459,338.937,519130
024136,2017.0,,,,,,,525910
024142,2017.0,135.919,-27.95,-24.141,-28.427,46.608,56.292,445110
024157,2017.0,2062.784,217.926,273.159,143.892,230.341,1779.822,522298
024171,2017.0,1413.613,192.763,272.979,67.304,355.199,2799.794,448210
024175,2017.0,3.235,-13.965,-13.822,-15.216,0.137,4.434,312111
024176,2017.0,178.776,-122.627,-115.484,-136.314,29.667,210.939,621511
024177,2017.0,189.522,-91.395,-84.136,-89.38,32.931,32.1,325414
024197,2017.0,1713.416,413.028,495.825,263.144,379.096,1969.058,325413
024199,2017.0,52.197,-11.097,-7.88,-9.075,0.095,48.594,541512
024200,2017.0,243.706,7.394,28.584,2.296,11.135,126.953,515111
024204,2017.0,21.688,-0.908,0.36,-0.639,2.67,26.43,541890
024206,2017.0,,,,,,,525990
024216,2017.0,33112.0,2280.0,3319.0,-1161.0,20296.0,10530.0,22111
024225,2017.0,274.004,47.903,69.678,35.695,69.356,558.35,524298
024228,2017.0,,,,,,,525990
024229,2017.0,,,,,,,525990
024231,2017.0,,,,,,,525990
024232,2017.0,27336.086,515.631,566.19,215.632,333.663,1168.362,522110
024232,2017.0,27336.086,,,,333.663,,522110
024233,2017.0,3014.3,,,,7.3,,524126
024233,2017.0,3014.3,39.3,51.8,-10.7,7.3,1421.3,524126
024234,2017.0,249.258,4.816,15.123,0.143,52.048,648.22,454110
024235,2017.0,,,,,,,525990
024249,2017.0,824.391,-62.585,-43.49,-106.782,8.963,233.279,621999
024278,2017.0,495.925,7.937,8.555,-6.381,8.443,19.012,522110
024278,2017.0,495.925,,,,8.443,,522110
024287,2017.0,23192.374,-161.407,-9.561,-328.715,,624.149,524126
024287,2017.0,23192.374,,,,,,524126
024291,2017.0,1750.24,179.372,210.02,-330.539,199.585,604.819,533110
024293,2017.0,1385.2,150.5,190.2,45.4,571.4,1397.5,331318
024302,2017.0,1797.227,-147.9,-49.377,-157.945,284.736,903.374,325412
024316,2017.0,4791.012,1198.202,1247.089,820.678,230.276,3368.46,312111
024318,2017.0,63436.236,-338.42,-241.382,-560.398,,11189.111,524126
024318,2017.0,63436.236,,,,,,524126
024330,2017.0,2775.817,-121.478,,-73.754,,234.106,531120
024344,2017.0,3546.014,557.886,619.283,263.484,789.437,2488.652,325412
024350,2017.0,1218.432,132.496,181.831,63.935,416.669,1127.815,326212
024351,2017.0,424.348,9.88,27.231,-8.661,250.952,264.231,561520
024352,2017.0,718.718,96.302,136.975,37.417,42.261,397.572,511210
024355,2017.0,,,,,,,525910
024368,2017.0,179.811,13.163,14.854,25.71,19.129,196.93,443141
024370,2017.0,7778.727,-31.408,320.957,-204.942,4191.892,2156.852,212291
024379,2017.0,5619.499,841.596,846.996,355.761,44.936,1066.054,524126
024379,2017.0,5619.499,,,,44.936,,524126
024396,2017.0,636.163,123.619,126.976,63.715,10.658,556.942,621999
024405,2017.0,4275.0,388.0,651.0,17.0,264.0,3722.0,334118
024415,2017.0,1473.35,117.368,186.585,57.425,295.82,3365.968,444110
024421,2017.0,20.453,-7.242,-6.495,-6.54,0.03,25.744,333316
024422,2017.0,74.442,-21.847,-18.745,-26.58,45.733,2.088,562211
024428,2017.0,54.848,0.546,2.26,-0.098,6.021,48.714,423690
024430,2017.0,1024.363,56.659,80.41,31.858,57.959,747.954,522298
024437,2017.0,848.586,303.239,313.753,193.529,326.404,1274.589,311111
024440,2017.0,4929.197,,,,31.975,,524126
024440,2017.0,4929.197,161.705,168.605,107.264,31.975,866.616,524126
024447,2017.0,32272.16,829.444,883.91,334.644,317.335,1667.845,522110
024447,2017.0,32272.16,,,,317.335,,522110
024458,2017.0,134.474,-35.038,-24.167,-32.115,22.063,131.814,339113
024463,2017.0,458.832,204.188,215.288,149.774,85.807,975.734,312111
024466,2017.0,27904.129,484.995,518.585,142.413,331.413,1124.823,522110
024466,2017.0,27904.129,,,,331.413,,522110
024468,2017.0,23652.6,5709.0,6638.8,2539.1,3182.4,12273.9,325414
024475,2017.0,0.388,-1.558,-1.281,-1.947,0.013,1.013,511210
024481,2017.0,3712.753,-41.369,66.019,-72.723,1159.271,1287.952,711110
024482,2017.0,122.281,-0.92,-0.92,0.803,0.0,0.0,999990
024501,2017.0,284.136,-48.627,-40.999,-45.47,8.589,200.94,511210
024502,2017.0,,,,,,,525910
024506,2017.0,15.978,-17.475,-17.229,-18.056,0.614,0.335,325414
024508,2017.0,73.431,-13.724,-11.453,-13.121,4.732,114.49,517311
024515,2017.0,27.917,-50.682,-50.485,-16.144,0.283,0.291,325414
024523,2017.0,69.883,-27.094,-26.942,-26.826,0.193,0.0,325414
024525,2017.0,403.622,74.148,79.154,62.938,6.91,262.232,523930
024529,2017.0,,,,,,,525910
024533,2017.0,2545.821,197.815,,159.365,,278.659,531120
024533,2017.0,2545.821,,,,0.0,,531120
024544,2017.0,2061.104,137.956,139.918,48.135,14.454,1796.528,236117
024546,2017.0,,,,,,,525910
024552,2017.0,1125.668,9.692,86.555,26.996,429.639,846.304,484121
024554,2017.0,,,,,,,525990
024555,2017.0,,,,,,,525990
024559,2017.0,,,,,,,525990
024578,2017.0,270718.446,3880.855,3880.855,2367.494,239.197,6324.818,522110
024578,2017.0,270718.446,,,,239.197,,522110
024598,2017.0,13.538,-12.405,-12.327,-12.308,0.169,0.479,325414
024599,2017.0,56.077,-27.676,-27.427,-27.236,0.854,5.205,325414
024601,2017.0,340.816,51.056,65.807,-11.882,54.473,326.222,325
024610,2017.0,46.921,0.022,1.641,-4.493,2.73,46.078,334220
024611,2017.0,2689.0,137.3,198.5,46.4,360.9,1951.5,333914
024616,2017.0,40774.0,1967.0,2742.0,1795.0,1528.0,13055.0,518210
024617,2017.0,3068.424,585.686,791.449,463.774,2404.459,3358.112,484122
024620,2017.0,2524.228,227.486,,176.1,,1192.135,531120
024624,2017.0,,,,,,,525990
024625,2017.0,242631.0,7804.0,23858.0,8631.0,109397.0,149099.0,324110
024627,2017.0,1105.746,-94.461,-82.359,-52.533,233.269,165.532,531
024627,2017.0,1105.746,,,,233.269,,531
024638,2017.0,5118.5,464.4,702.4,441.2,198.6,1933.8,561450
024658,2017.0,63.04,-9.565,-9.258,-9.836,0.114,144.339,336211
024660,2017.0,46.891,-0.231,1.916,0.118,0.538,41.544,562213
024672,2017.0,0.954,0.197,0.249,0.141,0.0,0.408,511210
024674,2017.0,6.963,-1.453,-1.363,-0.605,1.369,0.06,325412
024678,2017.0,11198.34,88.08,94.695,169.459,38.941,1158.995,524126
024678,2017.0,11198.34,,,,38.941,,524126
024681,2017.0,,,,,,,525910
024683,2017.0,,,,,,,525990
024687,2017.0,,,,,,,525990
024708,2017.0,1205.605,61.703,148.637,31.488,643.146,481.193,517312
024710,2017.0,74.996,17.678,17.743,11.328,0.0,27.444,325412
024720,2017.0,1351.513,140.421,175.474,111.422,195.363,1767.161,336212
024724,2017.0,13616.9,559.2,1352.9,-778.1,4169.2,3590.0,515210
024725,2017.0,840.987,,,,25.591,,522291
024725,2017.0,840.987,131.794,140.124,53.69,25.591,548.706,522291
024729,2017.0,,,,,,,525990
024730,2017.0,0.0,-0.055,-0.055,-0.18,0.0,0.0,999990
024731,2017.0,11763.726,468.052,,426.075,,1331.407,531120
024731,2017.0,11763.726,,,,0.0,,531120
024745,2017.0,,,,,,,525910
024750,2017.0,254.985,55.315,56.71,27.199,10.693,229.69,523920
024750,2017.0,254.985,,,,10.693,,523920
024755,2017.0,398.059,58.344,73.903,36.125,125.462,846.635,311911
024756,2017.0,,,,,,,525910
024782,2017.0,11628.8,656.3,1101.1,119.6,833.1,4946.2,325412
024783,2017.0,1902.745,171.72,216.713,117.874,56.835,2753.36,541620
024784,2017.0,,,,,,,525990
024788,2017.0,,,,,,,525910
024795,2017.0,88.175,-25.559,-19.0,-32.776,12.513,48.403,335312
024797,2017.0,1.495,-5.896,-5.866,-9.117,0.109,0.516,325199
024800,2017.0,65486.0,5326.0,6787.0,2466.0,3216.0,23231.0,334413
024801,2017.0,23.725,-5.555,-5.17,-8.102,4.348,8.335,3342
024810,2017.0,14828.0,1047.0,1489.0,282.0,12896.0,2428.0,486
024819,2017.0,134.703,-2.972,0.516,-19.729,3.206,48.681,522291
