gvkey,fyear,at,ebit,ebitda,ni,ppent,sale,naics
178526,2017.0,,,,,,,
178527,2017.0,,,,,,,
178528,2017.0,,,,,,,
178529,2017.0,2265.395,,,,0.0,,523999
178529,2017.0,2265.395,171.85,171.85,170.622,0.0,205.741,523999
178539,2017.0,3039.198,93.665,,38.477,,273.26,531120
178539,2017.0,3039.198,,,,0.0,,531120
178540,2017.0,766.9,165.4,217.1,-25.2,108.4,953.1,561499
178545,2017.0,1210.229,,,,20.614,,522110
178545,2017.0,1210.229,18.689,19.951,8.479,20.614,49.852,522110
178552,2017.0,4380.342,153.388,388.353,19.365,3793.761,490.85,532411
178566,2017.0,7.373,-0.326,-0.323,-0.295,7.048,0.0,212
178570,2017.0,,,,,,,
178571,2017.0,,,,,,,
178572,2017.0,,,,,,,
178573,2017.0,,,,,,,525910
178575,2017.0,,,,,,,
178578,2017.0,15.003,-14.493,-14.493,-11.928,0.0,-13.961,512110
178599,2017.0,,,,,,,
178644,2017.0,14.279,0.968,1.672,-0.266,5.203,18.73,332999
178655,2017.0,0.004,-6.726,-6.726,-7.032,0.0,0.0,511210
178657,2017.0,1.693,-3.705,-3.705,5.768,0.0,0.0,212234
178672,2017.0,3806.7,177.8,391.8,234.4,2571.8,5988.4,324110
178674,2017.0,116.345,6.224,14.666,12.135,101.911,26.939,211120
178675,2017.0,76.441,10.058,13.797,4.808,50.925,127.29,212221
178684,2017.0,1643.52,-59.257,70.448,788.888,1533.392,371.522,211130
178698,2017.0,428.275,17.026,38.53,-20.579,152.548,317.641,622210
178703,2017.0,169.047,69.054,70.078,6.908,6.259,141.295,523920
178703,2017.0,169.047,,,,6.259,,523920
178704,2017.0,2908.687,785.291,1038.004,555.234,1189.453,5884.506,446120
178707,2017.0,,,,,,,
178708,2017.0,,,,,,,
178719,2017.0,35.247,-1.838,-0.936,-1.998,1.039,28.499,334220
178720,2017.0,0.76,-0.327,-0.327,-0.341,0.0,0.0,21222
178726,2017.0,762.39,35.595,35.749,28.171,2.1,73.4,531120
178734,2017.0,1.233,-1.684,-1.684,-1.608,1.062,0.0,212
178735,2017.0,12.912,-1.617,-1.617,-1.611,12.474,0.0,212399
178739,2017.0,,,,,,,
178741,2017.0,5948.366,506.961,1088.569,22.48,2000.177,2821.288,517311
178749,2017.0,56.347,-12.484,-12.482,-13.1,39.198,0.0,212
178750,2017.0,728.178,41.981,49.247,69.045,4.008,628.386,524210
178763,2017.0,,,,,,,
178764,2017.0,,,,,,,
178795,2017.0,546.584,19.659,28.967,-10.303,89.682,822.215,111
178796,2017.0,225.002,-111.462,-99.414,-156.476,15.442,23.759,541850
178797,2017.0,339.038,38.252,57.028,21.121,92.374,299.248,611310
178798,2017.0,1099.576,-19.598,50.923,-112.359,1082.876,105.349,211120
178803,2017.0,1102.433,96.764,141.229,40.475,537.084,1849.955,623110
178806,2017.0,410.795,2.147,19.886,-37.823,100.491,1028.933,444110
178814,2017.0,1639.433,259.229,,21.075,47.509,857.24,523920
178823,2017.0,2059.921,10.91,47.916,10.145,17.291,654.42,524126
178823,2017.0,2059.921,,,,17.291,,524126
178830,2017.0,,,,,,,
178831,2017.0,,,,,,,
178834,2017.0,3991.417,64.861,68.476,24.768,25.746,144.511,522120
178834,2017.0,3991.417,,,,25.746,,522120
178845,2017.0,,,,,,,
178847,2017.0,88.705,-30.308,-29.383,-33.818,0.439,1.287,334510
178851,2017.0,311.322,-63.738,4.265,120.716,229.874,176.071,213112
178862,2017.0,21222.07,1086.61,1086.61,524.668,,1259.291,525990
178862,2017.0,21222.07,,,,0.0,,525990
178865,2017.0,35.048,-11.5,-10.327,-17.851,0.815,5.044,334413
178870,2017.0,2079.564,157.585,269.894,142.482,1876.576,362.516,2111
178874,2017.0,172.044,-9.503,-9.495,-9.925,164.795,0.0,212221
178875,2017.0,895.496,-3.588,35.021,-13.853,780.025,61.888,53113
178876,2017.0,1.821,-1.562,-1.17,-1.474,1.526,0.0,324199
178877,2017.0,1305.302,43.089,115.849,-15.09,1099.015,211.652,483111
178900,2017.0,,,,,,,
178901,2017.0,,,,,,,525910
178905,2017.0,19.316,0.998,0.998,1.01,0.0,1.516,525990
178906,2017.0,126.864,-7.75,-5.366,-13.529,13.42,126.307,327120
178907,2017.0,34.009,-6.163,-4.546,-8.331,2.948,67.046,532210
178912,2017.0,,,,,,,
178913,2017.0,,,,,,,
178915,2017.0,,,,,,,
178916,2017.0,,,,,,,
178917,2017.0,,,,,,,
178918,2017.0,,,,,,,
178921,2017.0,380.123,4.197,28.449,-46.755,325.095,72.13,211
178951,2017.0,3.572,-1.643,-1.587,-0.974,0.13,0.0,212210
178968,2017.0,,,,,,,
178973,2017.0,760.308,12.097,37.202,-7.049,151.047,1202.938,441228
178976,2017.0,735.284,22.029,76.429,0.451,26.297,888.519,611110
178978,2017.0,24.889,-1.834,-1.211,-1.571,13.415,15.146,212322
178984,2017.0,,,,,,,525990
178997,2017.0,4788.4,235.4,508.4,194.7,3952.5,675.3,523910
178999,2017.0,29.199,-1.367,-1.353,-0.808,21.29,0.0,212221
179003,2017.0,571.502,12.778,12.778,4.295,7.68,30.039,522110
179003,2017.0,571.502,,,,7.68,,522110
179016,2017.0,641.311,11.344,11.344,29.54,0.0,20.283,525990
179029,2017.0,6384.434,247.06,259.691,63.628,310.319,1976.907,237210
179035,2017.0,,,,,,,
179042,2017.0,202.84,9.44,,16.229,0.0,19.323,5311
179048,2017.0,2891.421,40.398,40.398,-3.726,12.054,112.158,522110
179048,2017.0,2891.421,,,,12.054,,522110
179057,2017.0,,,,,,,
179058,2017.0,45.325,-9.877,-7.866,-13.128,12.894,60.548,335122
179059,2017.0,,,,,,,
179060,2017.0,2685.157,82.539,244.863,56.852,2124.133,638.677,212221
179077,2017.0,761.912,8.073,8.514,50.254,4.941,114.322,237210
179077,2017.0,761.912,,,,2.003,,237210
179080,2017.0,,,,,,,
179087,2017.0,2197.348,14.4,114.881,-58.023,1965.514,431.178,483111
179088,2017.0,2.745,-9.109,-8.767,-12.194,1.556,0.0,212
179094,2017.0,326.787,-9.087,14.312,-11.457,175.355,361.431,722511
179103,2017.0,,,,,,,
179104,2017.0,,,,,,,
179105,2017.0,,,,,,,
179107,2017.0,401.716,-86.16,-81.221,-74.475,243.956,0.0,212210
179111,2017.0,6.096,-7.103,-7.054,-7.113,0.121,0.129,621999
179124,2017.0,7.33,-0.697,-0.697,-0.63,0.186,0.0,212
179132,2017.0,433.285,0.864,30.355,0.4,146.278,578.553,237990
179135,2017.0,,,,,,,
179137,2017.0,7.576,-1.104,-0.402,-2.424,0.069,24.105,519130
179141,2017.0,0.471,-0.889,-0.873,-1.612,0.018,3.61,339113
179143,2017.0,1.738,-1.685,-1.683,-1.415,0.091,0.0,212
179147,2017.0,52.93,3.325,7.072,3.213,0.58,40.54,325411
179151,2017.0,,,,,,,525910
179157,2017.0,135.711,-8.642,-7.901,-8.827,86.876,0.0,21222
179158,2017.0,0.05,-0.336,-0.335,-0.255,0.002,0.0,212391
179162,2017.0,,,,,,,
179163,2017.0,306.581,29.017,39.313,15.049,70.855,275.269,325998
179164,2017.0,599.189,38.965,46.382,22.899,42.229,959.355,4412
179165,2017.0,,,,,,,
179170,2017.0,,,,,,,
179171,2017.0,,,,,,,
179172,2017.0,,,,,,,
179173,2017.0,,,,,,,
179182,2017.0,0.042,-1.956,-1.956,-5.638,0.0,0.009,511210
179184,2017.0,4.505,-5.519,-5.353,-7.538,0.061,6.942,541330
179187,2017.0,332.705,-2.228,3.719,-17.724,152.247,686.07,424510
179191,2017.0,,,,,,,
179192,2017.0,,,,,,,
179202,2017.0,8750.014,207.069,729.259,392.561,3465.471,1885.508,517410
179212,2017.0,143.474,8.354,8.354,1.524,15.784,14.731,523999
179213,2017.0,,,,,,,
179216,2017.0,29477.0,1116.0,1787.0,125.0,9937.0,3535.0,2211
179221,2017.0,0.759,-0.034,-0.034,-0.039,0.0,0.0,335999
179229,2017.0,584.523,-9.432,-9.422,-30.232,451.6,0.0,212221
179234,2017.0,645.244,13.875,14.818,5.125,7.392,31.308,522120
179234,2017.0,645.244,,,,7.392,,522120
179236,2017.0,4279.738,199.379,316.899,76.173,3091.996,1544.893,2211
179248,2017.0,,,,,,,
179249,2017.0,112.35,-8.645,0.354,-3.641,55.693,146.785,333611
179264,2017.0,,,,,,,525910
179265,2017.0,,,,,,,525910
179266,2017.0,,,,,,,525910
179267,2017.0,,,,,,,
179268,2017.0,,,,,,,525910
179285,2017.0,,,,,,,
179288,2017.0,162.848,-0.798,10.416,10.161,31.706,248.626,511110
179293,2017.0,,,,,,,525910
179294,2017.0,,,,,,,525910
179298,2017.0,5299.455,94.977,98.046,42.945,40.967,206.511,522120
179298,2017.0,5299.455,,,,40.967,,522120
179300,2017.0,87.368,10.683,12.094,4.554,8.063,75.32,611699
179312,2017.0,,,,,,,
179313,2017.0,,,,,,,
179325,2017.0,0.002,-0.114,-0.114,-0.24,0.0,0.0,212291
179347,2017.0,0.562,-0.08,-0.08,-0.076,0.0,0.0,212
179348,2017.0,,,,,,,525910
179349,2017.0,,,,,,,
179372,2017.0,0.114,-2.156,-2.136,-2.333,0.062,0.097,3252
179384,2017.0,139.806,11.532,15.341,4.643,67.143,73.483,221210
179386,2017.0,41.087,-4.622,-3.791,-3.908,17.416,3.823,221117
179400,2017.0,,,,,,,
179413,2017.0,193.94,1.293,5.428,-1.792,29.696,204.906,339112
179417,2017.0,14.258,-16.572,-16.157,-17.7,1.156,15.176,335999
179425,2017.0,,,,,,,
179433,2017.0,1477.205,148.034,200.364,23.487,1030.042,413.728,212
179437,2017.0,18206.0,1222.0,1714.0,426.0,14970.0,3357.0,221310
179441,2017.0,524.562,22.517,51.078,-15.956,49.194,286.776,621999
179447,2017.0,5.832,-6.089,-5.878,-10.037,0.0,0.431,561510
179461,2017.0,14.999,-19.288,-17.445,-22.508,0.647,3.222,325414
179464,2017.0,,,,,,,
179468,2017.0,,,,,,,525910
179480,2017.0,3.299,-0.276,-0.276,-0.253,1.91,0.0,212221
179501,2017.0,,,,,,,
179502,2017.0,,,,,,,
179504,2017.0,,,,,,,
179505,2017.0,,,,,,,
179507,2017.0,0.617,0.395,0.395,0.289,0.0,2.931,519130
179520,2017.0,,,,,,,
179521,2017.0,,,,,,,
179534,2017.0,67977.0,12355.0,12911.0,6699.0,2253.0,18358.0,522320
179534,2017.0,67977.0,,,,2253.0,,522320
179551,2017.0,5.143,-3.423,-3.286,-4.073,3.684,2.901,21239
179552,2017.0,900.031,9.643,10.666,1.447,5.506,29.514,522110
179552,2017.0,900.031,,,,5.506,,522110
179555,2017.0,2.197,-1.483,-1.475,-1.324,1.111,0.0,212
179565,2017.0,0.069,-0.216,-0.216,-0.216,0.0,0.0,999990
179566,2017.0,11.976,-3.069,-3.064,-3.063,7.653,0.0,212222
179577,2017.0,6709.697,328.035,420.554,151.09,552.802,3300.184,333992
179583,2017.0,1033.075,108.114,131.907,97.115,216.881,1420.49,3344
179597,2017.0,314.657,24.487,42.454,28.123,151.431,365.957,562211
179598,2017.0,315.624,-109.327,-104.017,-93.031,10.372,12.743,325414
179616,2017.0,2.66,-0.609,-0.605,-0.374,1.628,0.0,212
179621,2017.0,42968.0,11503.0,12378.0,6035.0,7271.0,28748.0,312230
179624,2017.0,73.813,-16.438,-15.001,-17.06,3.64,96.113,446110
179652,2017.0,2.944,-1.289,-1.288,-1.377,0.689,0.142,212
179656,2017.0,,,,,,,
179657,2017.0,1956.5,231.1,285.7,126.2,150.4,1590.2,3339
179666,2017.0,3858.108,47.985,269.306,99.523,92.154,989.786,518210
179671,2017.0,189.328,16.493,16.911,17.859,1.21,82.497,325414
179686,2017.0,417.613,-92.01,-91.585,-126.817,0.245,9.821,325412
179690,2017.0,5327.064,75.312,325.042,-83.866,34.209,728.017,518210
179700,2017.0,10022.0,1360.0,1565.0,1076.0,1198.0,6690.0,312111
179704,2017.0,,,,,,,
179716,2017.0,,,,,,,
179717,2017.0,,,,,,,
179722,2017.0,,,,,,,
179723,2017.0,,,,,,,
179724,2017.0,,,,,,,
179731,2017.0,279.08,-59.347,-52.01,-228.015,55.174,140.693,325412
179738,2017.0,161.744,3.276,6.942,12.35,13.393,63.156,333249
179741,2017.0,45834.719,3526.045,3583.885,1018.305,616.574,5862.737,523920
179748,2017.0,8.762,-0.349,-0.349,1.785,0.0,0.0,523999
179750,2017.0,0.131,-0.595,-0.595,-0.62,0.126,0.054,2111
179765,2017.0,3.242,-3.929,-3.907,-3.945,2.536,0.0,2122
179771,2017.0,176.259,-1.132,-1.132,-0.185,0.0,0.0,999990
179782,2017.0,641.922,50.564,142.653,-1.233,554.138,303.478,211111
179792,2017.0,0.517,-0.062,-0.062,-0.059,0.0,0.0,212
179808,2017.0,,,,,,,
179817,2017.0,1732.0,10.0,119.0,-30.0,1062.0,2461.0,322121
179819,2017.0,773.879,44.256,95.518,18.683,211.131,866.555,332321
179822,2017.0,0.003,-0.12,-0.12,-0.12,0.0,0.0,212230
179825,2017.0,71.859,-3.839,-3.825,-4.491,45.433,0.0,212221
179831,2017.0,8014.35,459.807,929.055,567.483,5730.891,2248.356,2111
179834,2017.0,83.565,-16.647,-12.888,-55.469,2.075,48.324,325413
179840,2017.0,287.351,-56.36,-37.751,-60.535,12.301,101.937,334516
179841,2017.0,53.625,-22.97,-21.928,-22.996,2.815,50.024,325414
179843,2017.0,511.054,-18.034,16.733,-22.91,364.542,157.607,212391
179846,2017.0,2278.135,316.67,409.895,202.86,1383.102,1287.752,311615
179854,2017.0,,,,,,,
179865,2017.0,315.997,4.43,4.617,2.564,2.595,12.461,522120
179865,2017.0,315.997,,,,2.595,,522120
179870,2017.0,5.082,-0.192,-0.192,-0.191,4.16,0.0,212
179889,2017.0,70376.0,1173.0,1176.0,771.0,0.0,1243.0,525990
179889,2017.0,70376.0,,,,0.0,,525990
179895,2017.0,16.068,-0.612,0.01,-1.917,2.551,43.619,445310
179903,2017.0,1.371,-3.65,-3.649,-3.493,0.884,0.0,212299
179929,2017.0,37.144,-23.637,-23.616,-42.041,0.009,0.0,334510
179948,2017.0,34.755,-0.571,-0.571,-0.832,33.453,0.0,212
179957,2017.0,838.079,20.077,52.805,12.623,63.062,1943.086,541614
179968,2017.0,,,,,,,
179969,2017.0,,,,,,,
179974,2017.0,842.264,,,,12.465,,524126
179974,2017.0,842.264,-0.41,1.33,-6.893,12.465,242.072,524126
180012,2017.0,148.441,-2.231,-2.171,-1.199,81.886,0.0,212391
180016,2017.0,2340.0,60.0,127.0,50.0,147.0,3646.0,423510
180019,2017.0,12.33,-1.986,-1.98,-1.74,7.825,0.0,212291
180032,2017.0,,,,,,,
180048,2017.0,,,,,,,
180057,2017.0,155.373,-92.877,-91.925,-92.064,2.45,0.0,325414
180079,2017.0,,,,,,,
180080,2017.0,,,,,,,
180081,2017.0,409.849,0.121,5.928,37.532,5.299,94.73,523920
180083,2017.0,1303.573,282.754,336.361,203.319,922.284,974.134,611310
180100,2017.0,,,,,,,
180109,2017.0,1046.012,13.904,14.688,5.817,7.507,36.123,522110
180109,2017.0,1046.012,,,,7.507,,522110
180112,2017.0,1035.097,23.764,75.188,-84.679,946.529,154.04,483111
180118,2017.0,17.816,3.286,3.335,3.625,0.187,11.446,541614
180145,2017.0,201.757,-31.741,1.911,1.243,117.191,127.246,213112
180146,2017.0,12.441,-3.445,-2.838,-3.64,0.713,4.994,333318
180157,2017.0,2.37,-3.344,-3.253,-4.162,0.185,1.151,325998
180162,2017.0,1225.11,25.094,27.442,25.114,0.0,149.834,531120
180167,2017.0,6521.68,1304.187,1456.052,623.935,333.068,3561.807,515120
180169,2017.0,887.407,12.431,13.1,3.574,13.725,33.089,522110
180169,2017.0,887.407,,,,13.725,,522110
180183,2017.0,2228.121,40.177,42.336,16.824,45.605,84.429,522120
180183,2017.0,2228.121,,,,45.605,,522120
180193,2017.0,1616.048,121.331,121.331,-196.969,0.0,177.964,523910
180193,2017.0,1616.048,,,,0.0,,523910
180194,2017.0,0.195,-0.19,-0.19,-0.61,0.0,0.0,999990
180198,2017.0,,,,,,,525910
180209,2017.0,,,,,,,525910
180220,2017.0,,,,,,,525910
180221,2017.0,,,,,,,525910
180228,2017.0,18657.256,502.229,502.229,348.607,0.0,546.975,525990
180228,2017.0,18657.256,,,,0.0,,525990
180229,2017.0,554.441,23.252,54.635,-2.175,87.143,700.97,541330
180249,2017.0,220.265,14.969,20.26,16.773,46.521,244.166,335911
180256,2017.0,1572.781,35.349,92.229,-78.899,1250.043,227.288,483111
180257,2017.0,,,,,,,525910
180259,2017.0,,,,,,,525910
180260,2017.0,,,,,,,525910
180261,2017.0,,,,,,,525910
180262,2017.0,,,,,,,525910
180267,2017.0,0.005,-0.001,-0.001,-0.008,0.0,0.0,325412
180272,2017.0,3655.9,275.6,456.4,182.3,179.9,1051.6,518210
180275,2017.0,0.6,-2.172,-2.161,-2.416,0.028,0.0,519130
180296,2017.0,0.65,-2.882,-2.786,-2.987,0.155,0.356,334510
180304,2017.0,,,,,,,
180306,2017.0,,,,,,,
180328,2017.0,,,,,,,
180330,2017.0,110.938,-7.111,2.465,-5.874,40.014,125.178,213114
180345,2017.0,12.562,-3.085,-2.951,-2.294,0.504,25.747,561990
180353,2017.0,16.985,-18.944,-18.576,-17.595,8.897,0.0,212221
180363,2017.0,59.924,-16.452,-13.768,-22.001,1.41,35.912,325412
180367,2017.0,36.414,-2.283,-2.272,-2.163,25.452,0.0,212222
180381,2017.0,25.198,-2.277,-2.221,-2.241,23.783,0.0,212221
180387,2017.0,1664.759,75.374,75.374,52.204,0.0,89.506,525990
180392,2017.0,59.34,-0.723,-0.66,-0.515,57.555,0.0,212291
180395,2017.0,3671.0,235.0,315.0,168.0,616.0,1786.0,531390
180401,2017.0,188.743,0.916,7.828,-1.998,184.244,15.776,2111
180405,2017.0,18668.0,1378.0,2581.0,273.0,294.0,7017.0,511210
180413,2017.0,224.551,19.198,23.988,14.935,14.022,130.988,611699
180423,2017.0,693.459,69.063,89.14,15.578,36.431,617.736,522310
180423,2017.0,693.459,,,,36.431,,522310
180435,2017.0,,,,,,,
180437,2017.0,5.594,-3.999,-3.617,-4.901,2.686,0.0,3251
180443,2017.0,,,,,,,
180445,2017.0,0.35,-0.785,-0.785,-1.303,0.0,0.0,212
180450,2017.0,2.667,-2.403,-2.395,-2.337,1.899,0.0,212
180464,2017.0,142.057,-31.646,-30.486,-41.619,25.252,5.37,2123
180466,2017.0,1391.4,147.6,199.3,80.5,233.0,1635.1,333241
180474,2017.0,3423.7,279.4,366.8,75.9,456.4,2066.0,332
180475,2017.0,205.266,-323.411,-300.212,-409.685,125.05,91.769,212221
180483,2017.0,8476.0,756.0,1277.0,340.0,2366.0,7095.0,3261
180506,2017.0,457.884,122.959,142.947,81.507,323.108,276.329,212399
180545,2017.0,,,,,,,523999
180562,2017.0,876.043,-29.469,8.278,-91.186,159.547,2091.291,541614
180574,2017.0,3.451,-3.279,-3.279,-3.355,3.035,0.0,212
180597,2017.0,33.186,-7.116,-6.408,-5.101,8.728,13.54,334413
180599,2017.0,50.236,-2.598,-2.514,-2.486,44.248,0.0,212221
180635,2017.0,1698.701,4.535,83.877,-6.639,1365.755,884.606,212111
180646,2017.0,603.788,25.894,64.47,21.154,148.084,1403.317,2371
180652,2017.0,6020.3,808.0,1045.4,555.1,478.3,2145.2,524298
180665,2017.0,3.074,-9.847,-9.518,-10.324,0.156,0.562,334511
180669,2017.0,,,,,,,
180678,2017.0,78.183,-3.477,-3.477,-3.251,72.626,0.0,212
180681,2017.0,70.71,1.341,1.447,0.325,1.621,3.314,522120
180681,2017.0,70.71,,,,1.621,,522120
180683,2017.0,36.01,-14.249,-12.573,-14.532,25.589,0.419,325414
180690,2017.0,10.496,-4.515,-4.389,-4.638,0.408,8.858,333132
180695,2017.0,1.131,-3.082,-3.082,-3.134,0.309,0.0,212
180707,2017.0,,,,,,,525910
180711,2017.0,54418.0,2787.0,7513.0,1692.0,2599.0,17636.0,334413
180723,2017.0,,,,,,,525910
180734,2017.0,1.52,-2.986,-2.984,-2.996,0.016,0.0,512110
180749,2017.0,0.419,-1.029,-0.979,-2.654,0.115,3.866,561612
180759,2017.0,107.759,5.552,18.667,-20.458,48.014,165.463,722511
180763,2017.0,,,,,,,
180812,2017.0,0.619,-0.715,-0.707,-0.699,0.031,0.012,212
180821,2017.0,2054.985,51.438,297.07,-107.559,32.823,553.455,561621
180822,2017.0,98.604,6.1,8.042,1.626,1.899,147.882,561311
180840,2017.0,,,,,,,
180843,2017.0,,,,,,,
180866,2017.0,4.795,-4.068,-3.75,-4.058,0.184,0.526,325412
180899,2017.0,0.269,-7.718,-7.718,-9.147,0.0,0.0,333132
180905,2017.0,194.755,-3.294,8.715,-1.546,30.649,184.593,519130
180937,2017.0,11.652,-11.006,-10.333,-11.024,6.865,3.719,325120
180940,2017.0,0.739,-0.495,-0.495,-0.495,0.183,0.0,212
180942,2017.0,37720.0,2168.0,3258.0,1214.0,27876.0,7302.0,2211
180948,2017.0,27.058,-4.984,-4.955,-4.761,6.648,0.0,2122
180958,2017.0,891.133,17.78,18.944,9.313,11.27,42.579,522110
180958,2017.0,891.133,,,,11.27,,522110
181070,2017.0,1.279,-3.824,-3.8,-5.538,0.06,0.739,334510
181104,2017.0,4230.15,98.717,299.224,-196.459,165.603,1806.342,519130
181105,2017.0,1207.809,-4.779,147.611,-13.924,1164.1,263.672,2111
181256,2017.0,1.464,-1.278,-1.268,-1.278,0.0,3.274,4244
181269,2017.0,2784.65,41.746,149.107,61.061,1176.707,3596.166,325193
181272,2017.0,,,,,,,
181273,2017.0,,,,,,,
181290,2017.0,88.37,-30.065,-27.894,-25.771,4.236,21.713,334419
181309,2017.0,0.477,-3.547,-3.506,-4.344,0.0,0.0,518210
181327,2017.0,102.487,-6.339,-6.3,-0.33,97.661,0.0,212221
181359,2017.0,29.406,0.072,0.153,-3.097,24.543,1.772,5311
181515,2017.0,462.525,9.301,10.004,2.35,9.36,24.543,522120
181515,2017.0,462.525,,,,9.36,,522120
181618,2017.0,1063.041,8.429,8.429,188.857,0.0,19.75,523910
181649,2017.0,,,,,,,
181650,2017.0,,,,,,,
181651,2017.0,,,,,,,999990
181652,2017.0,,,,,,,
181653,2017.0,,,,,,,
181654,2017.0,,,,,,,
181655,2017.0,,,,,,,999990
181656,2017.0,,,,,,,525910
181699,2017.0,,,,,,,
181700,2017.0,,,,,,,
181701,2017.0,,,,,,,
181702,2017.0,,,,,,,
181703,2017.0,,,,,,,
181704,2017.0,,,,,,,
181745,2017.0,742.932,-0.51,68.63,-40.459,606.479,295.566,213112
181774,2017.0,,,,,,,
181775,2017.0,40.328,1.114,2.133,0.856,6.557,5.521,517311
181800,2017.0,0.611,-1.947,-1.945,1.841,0.301,0.0,324110
181804,2017.0,793.418,53.932,54.2,11.882,0.503,89.073,523999
181804,2017.0,793.418,,,,0.503,,523999
181820,2017.0,981.783,34.243,34.243,14.085,15.458,69.193,522120
181820,2017.0,981.783,,,,15.458,,522120
181827,2017.0,,,,,,,
181837,2017.0,0.0,-0.044,-0.044,-0.044,0.0,0.0,999990
181871,2017.0,,,,,,,
181872,2017.0,,,,,,,
181873,2017.0,,,,,,,
181875,2017.0,,,,,,,525910
181876,2017.0,,,,,,,
181877,2017.0,,,,,,,525910
181900,2017.0,0.846,-5.992,-5.988,-6.014,0.011,0.0,325414
181911,2017.0,,,,,,,
181912,2017.0,,,,,,,
181913,2017.0,,,,,,,
181914,2017.0,,,,,,,
181931,2017.0,1802.252,87.665,188.04,97.339,1050.982,1730.408,322291
181970,2017.0,0.676,-4.397,-4.397,-4.309,0.0,0.102,325412
181989,2017.0,2307.283,169.411,266.644,145.206,1169.155,1240.851,212322
182023,2017.0,15.233,-21.448,-21.068,-21.45,2.41,0.0,325414
182090,2017.0,,,,,,,
182091,2017.0,,,,,,,999990
182092,2017.0,,,,,,,
182093,2017.0,,,,,,,
182094,2017.0,,,,,,,
182095,2017.0,,,,,,,
182104,2017.0,0.013,-0.465,-0.465,0.238,0.0,0.0,2111
182112,2017.0,287.539,18.379,27.242,10.537,10.434,478.397,611310
182123,2017.0,3.842,-1.287,-0.913,-1.308,2.45,2.56,237120
182169,2017.0,2.975,1.596,1.622,1.214,0.132,4.814,332999
182190,2017.0,,,,,,,525910
182191,2017.0,,,,,,,
182258,2017.0,,,,,,,
182284,2017.0,,,,,,,525910
182285,2017.0,,,,,,,525910
182308,2017.0,1046.114,59.897,83.95,44.38,88.091,545.532,519130
182309,2017.0,12.365,-18.712,-18.685,-18.49,0.042,0.0,325414
182316,2017.0,,,,,,,
182317,2017.0,,,,,,,
182386,2017.0,,,,,,,
182392,2017.0,28.126,-29.434,-29.174,-22.003,3.111,0.0,21222
182395,2017.0,0.0,-0.057,-0.057,-0.058,0.0,0.0,325412
182401,2017.0,,,,,,,
182405,2017.0,,,,,,,
182417,2017.0,,,,,,,
182497,2017.0,112.908,0.312,0.512,10.71,60.785,15.388,237210
182539,2017.0,18.372,-12.146,-11.719,-10.976,2.503,0.0,212221
182550,2017.0,,,,,,,525990
182551,2017.0,,,,,,,525910
182599,2017.0,1163.607,7.443,8.683,-4.911,18.631,34.004,522110
182599,2017.0,1163.607,,,,18.631,,522110
182609,2017.0,,,,,,,999990
182610,2017.0,1.449,-1.311,-1.021,-1.477,0.489,1.385,339113
182612,2017.0,,,,,,,525910
182613,2017.0,31.922,9.615,10.321,4.869,0.095,29.963,523930
182621,2017.0,0.0,-0.049,-0.046,-0.068,0.0,0.0,325412
182683,2017.0,,,,,,,525910
182685,2017.0,281.256,10.429,13.205,6.008,8.283,259.01,236
182700,2017.0,1922.023,177.363,197.17,108.834,189.947,580.261,511210
182701,2017.0,3703.565,79.067,79.067,12.09,0.0,341.281,531120
182701,2017.0,3703.565,,,,0.0,,531120
182730,2017.0,,,,,,,525910
182747,2017.0,,,,,,,525990
182788,2017.0,14164.197,-177.758,-136.994,-426.899,50.213,831.26,522310
182788,2017.0,14164.197,,,,50.213,,522310
182813,2017.0,,,,,,,
182823,2017.0,3.749,-0.529,-0.139,-0.606,2.608,0.765,2111
182826,2017.0,51.403,-24.693,-21.63,-25.539,6.56,13.073,325412
182853,2017.0,,,,,,,
182871,2017.0,,,,,,,
182872,2017.0,,,,,,,
182873,2017.0,,,,,,,
182874,2017.0,,,,,,,
182897,2017.0,0.418,-0.645,-0.448,-10.983,0.022,0.065,423430
182921,2017.0,,,,,,,525990
182922,2017.0,,,,,,,525990
182924,2017.0,,,,,,,525990
182925,2017.0,,,,,,,525990
182938,2017.0,,,,,,,525910
182950,2017.0,4.989,-0.718,-0.718,-0.473,1.511,0.0,212221
182960,2017.0,0.085,-0.404,-0.39,-0.692,0.06,0.0,339112
182972,2017.0,24.104,-0.577,-0.558,-0.77,22.653,0.0,212221
182976,2017.0,,,,,,,
182977,2017.0,16.518,-1.505,-0.069,-12.301,0.188,104.702,423690
182979,2017.0,57.85,-5.577,-5.497,-5.948,39.464,0.0,212
182984,2017.0,0.412,-1.196,-1.121,-1.243,0.0,0.02,519130
182986,2017.0,14.027,0.204,0.541,-0.304,1.46,18.547,333314
183008,2017.0,0.272,-2.694,-2.6,-1.596,0.187,0.0,334419
183029,2017.0,2523.503,50.114,,43.29,,165.601,525990
183036,2017.0,,,,,,,525990
183042,2017.0,,,,,,,525910
183046,2017.0,1375.819,26.407,27.879,10.362,28.787,54.562,522110
183046,2017.0,1375.819,,,,28.787,,522110
183054,2017.0,,,,,,,
183061,2017.0,,,,,,,
183062,2017.0,,,,,,,
183063,2017.0,,,,,,,
183064,2017.0,,,,,,,
183069,2017.0,,,,,,,999990
183070,2017.0,,,,,,,525910
183071,2017.0,,,,,,,525910
